round,player_id,first_equip_tick,match_number
9,65282,44020,24
9,65283,44565,24
10,65283,51498,24
10,65288,51866,24
11,65283,62611,24
11,65284,57243,24
11,65287,55739,24
11,65288,55631,24
12,65288,63199,24
12,65289,64080,24
15,65284,85726,24
15,65285,79308,24
16,65280,91818,24
16,65283,92880,24
16,65284,98099,24
17,65284,99526,24
17,65285,104818,24
18,65284,109280,24
18,65285,105241,24
18,65286,105511,24
19,65283,112062,24
19,65284,109678,24
20,65283,116348,24
21,65283,123425,24
22,65283,130278,24
22,65285,134035,24
23,65284,135355,24
23,65285,134654,24
23,65287,139731,24
6,65286,30660,25
9,65286,53157,25
9,65287,50423,25
10,65286,53302,25
10,65287,53444,25
17,65285,105940,25
18,65285,113275,25
19,65285,117247,25
20,65285,126066,25
23,65287,153471,25
8,65280,24191,26
12,65283,35691,26
4,65288,19225,27
5,65288,26798,27
5,65289,25749,27
6,65285,36325,27
6,65286,32577,27
6,65288,33476,27
6,65289,32771,27
7,65285,40059,27
7,65288,39857,27
8,65281,49691,27
8,65285,45691,27
8,65288,45857,27
9,65282,51904,27
9,65287,51538,27
9,65288,51642,27
9,65289,52072,27
10,65283,59581,27
10,65288,54985,27
10,65289,54703,27
11,65281,60687,27
11,65283,66649,27
11,65288,60691,27
11,65289,60835,27
12,65281,68479,27
12,65288,67082,27
16,65281,92875,27
17,65281,98001,27
18,65281,103557,27
18,65282,102255,27
19,65286,107283,27
20,65283,119688,27
20,65285,115230,27
20,65286,114985,27
20,65289,115588,27
21,65281,120613,27
21,65283,122053,27
21,65285,120946,27
22,65281,125827,27
22,65283,127364,27
23,65281,133597,27
23,65283,136251,27
23,65285,132947,27
24,65281,142100,27
4,65282,18754,28
4,65287,15983,28
4,65288,16799,28
5,65282,21568,28
5,65284,21323,28
5,65289,21457,28
6,65287,28673,28
8,65289,41082,28
10,65289,54885,28
11,65282,60777,28
11,65287,60667,28
11,65288,60634,28
12,65280,68550,28
12,65282,68187,28
12,65287,70178,28
12,65288,68217,28
12,65289,68056,28
8,65280,30529,29
5,65287,21199,32
6,65287,26582,32
7,65287,36118,32
8,65287,42487,32
9,65287,49301,32
10,65287,52290,32
11,65287,60354,32
12,65285,65209,32
12,65286,66183,32
12,65287,65227,32
17,65282,99565,32
18,65286,107207,32
18,65288,106786,32
19,65284,113516,32
19,65287,113063,32
20,65284,120990,32
21,65287,126432,32
22,65287,132095,32
5,65282,24683,33
6,65282,29998,33
7,65282,37452,33
8,65282,42758,33
8,65286,42527,33
9,65282,47762,33
9,65288,52137,33
10,65280,52932,33
10,65281,54190,33
10,65282,52783,33
10,65286,52686,33
10,65288,53246,33
11,65280,64299,33
11,65282,58869,33
11,65285,62475,33
12,65280,64631,33
12,65282,64990,33
12,65286,64734,33
16,65287,92986,33
17,65280,104258,33
17,65282,99927,33
17,65287,100255,33
18,65280,109114,33
18,65282,113977,33
19,65281,117982,33
20,65280,124010,33
21,65280,129835,33
21,65285,132506,33
5,65287,21199,34
6,65287,26582,34
7,65287,36118,34
8,65287,42487,34
9,65287,49301,34
10,65287,52290,34
11,65287,60354,34
12,65285,65209,34
12,65286,66183,34
12,65287,65227,34
17,65282,99565,34
18,65286,107207,34
18,65288,106786,34
19,65284,113516,34
19,65287,113063,34
20,65284,120990,34
21,65287,126432,34
22,65287,132095,34
3,65280,12970,35
6,65284,30485,35
6,65287,30727,35
6,65288,32425,35
10,65288,58541,35
11,65285,66946,35
11,65288,66902,35
12,65280,80502,35
12,65283,77378,35
12,65284,74582,35
12,65285,75580,35
12,65287,74902,35
12,65288,74348,35
20,65288,122196,35
22,65285,135794,35
22,65288,136167,35
7,65281,14355,36
7,65283,14397,36
8,65283,18080,36
4,65280,7146,37
5,65280,9867,37
5,65283,11729,37
6,65283,12966,37
7,65283,15042,37
8,65283,18466,37
13,65282,37173,37
14,65282,40832,37
15,65280,42269,37
15,65282,42402,37
16,65280,47976,37
16,65282,46669,37
4,65280,17046,38
4,65282,23263,38
4,65283,18390,38
4,65285,16482,38
4,65289,16498,38
5,65284,25131,38
6,65284,31860,38
6,65289,32518,38
7,65281,34279,38
7,65284,34497,38
7,65287,39574,38
7,65289,34481,38
8,65281,42863,38
8,65282,43311,38
8,65284,40195,38
8,65285,39968,38
8,65287,39912,38
8,65289,40117,38
9,65281,45363,38
9,65282,45150,38
9,65285,43818,38
9,65286,46008,38
9,65287,46251,38
9,65289,43793,38
10,65286,52031,38
10,65289,50828,38
11,65285,57682,38
11,65286,56641,38
11,65289,56677,38
12,65281,61308,38
12,65285,61188,38
12,65286,62232,38
12,65288,61635,38
12,65289,61110,38
17,65286,82990,38
17,65288,82456,38
18,65281,88417,38
18,65283,88407,38
18,65284,88967,38
18,65285,88440,38
18,65286,88808,38
18,65289,91371,38
8,65288,33848,39
9,65286,42926,39
9,65288,40200,39
10,65286,47124,39
10,65287,48291,39
11,65287,54912,39
12,65282,58671,39
17,65287,92078,39
17,65288,97478,39
18,65284,98529,39
18,65288,98368,39
4,65289,14772,40
5,65289,22969,40
6,65289,27325,40
7,65289,32268,40
8,65282,38616,40
8,65288,38469,40
9,65282,45367,40
9,65286,46967,40
9,65289,44055,40
10,65286,52913,40
10,65288,52110,40
11,65282,58787,40
11,65285,60258,40
11,65286,60025,40
11,65287,58973,40
11,65288,58634,40
11,65289,59556,40
12,65282,65022,40
12,65285,65258,40
12,65287,65353,40
12,65288,65018,40
12,65289,66267,40
5,65283,12827,41
6,65280,16385,41
6,65281,18533,41
7,65280,19563,41
7,65281,18922,41
8,65280,23351,41
15,65281,47760,41
15,65282,44198,41
15,65283,43787,41
16,65282,48622,41
16,65283,49001,41
8,65282,39501,42
10,65282,51630,42
17,65280,93178,42
17,65281,92954,42
18,65281,99891,42
19,65281,104947,42
20,65281,113647,42
5,65289,21224,43
6,65284,27668,43
6,65286,30848,43
6,65288,27653,43
6,65289,28131,43
7,65283,40018,43
7,65286,32841,43
7,65287,33820,43
7,65289,33570,43
8,65283,42709,43
8,65287,41730,43
9,65287,47610,43
10,65282,53207,43
10,65283,59729,43
10,65286,53447,43
11,65280,64952,43
11,65281,60179,43
11,65283,60741,43
11,65286,60302,43
12,65288,67742,43
12,65289,69061,43
15,65287,89225,43
16,65287,94420,43
17,65288,99724,43
17,65289,100881,43
18,65284,106873,43
18,65286,103453,43
18,65287,103735,43
18,65289,102852,43
19,65284,109681,43
19,65285,112284,43
19,65289,109361,43
20,65280,119715,43
20,65284,117475,43
20,65285,118161,43
3,65282,12174,45
4,65282,22654,45
4,65285,29262,45
5,65285,29663,45
6,65285,37409,45
6,65287,37200,45
7,65282,46799,45
7,65285,47778,45
8,65285,54749,45
9,65281,64405,45
9,65285,65973,45
10,65283,76864,45
10,65285,73519,45
11,65281,80211,45
11,65282,79921,45
11,65288,88126,45
12,65280,91050,45
12,65281,90309,45
12,65284,92057,45
12,65285,89205,45
12,65288,88602,45
5,65288,26487,46
6,65281,34020,46
6,65283,33853,46
6,65285,34128,46
6,65287,35521,46
6,65288,35272,46
7,65281,36370,46
7,65282,41694,46
7,65283,36472,46
7,65285,38164,46
7,65286,38748,46
7,65287,39991,46
7,65288,36409,46
8,65281,45745,46
8,65282,45406,46
8,65283,48821,46
8,65284,45370,46
8,65285,45759,46
9,65281,49458,46
9,65283,49329,46
10,65281,54315,46
10,65283,54783,46
11,65281,62344,46
11,65283,62852,46
11,65284,62363,46
12,65281,70371,46
12,65283,69838,46
12,65284,70527,46
12,65286,69005,46
16,65281,91000,46
17,65281,98043,46
17,65283,98990,46
17,65288,102848,46
18,65285,107421,46
18,65288,108505,46
19,65285,113610,46
19,65286,115903,46
19,65288,114757,46
5,65286,19272,47
5,65287,19576,47
6,65285,23497,47
6,65286,24064,47
7,65281,29108,47
7,65282,28833,47
7,65285,29376,47
7,65286,30014,47
8,65281,32855,47
8,65282,33318,47
8,65286,32908,47
8,65289,32919,47
9,65281,39177,47
9,65282,39274,47
9,65289,43639,47
10,65281,44803,47
10,65287,48731,47
10,65289,44008,47
11,65281,54433,47
11,65282,54410,47
11,65285,53890,47
11,65287,50565,47
11,65289,50311,47
12,65281,55361,47
12,65282,55259,47
17,65281,87316,47
18,65281,95321,47
18,65282,95382,47
19,65282,103093,47
19,65285,107472,47
19,65289,102975,47
20,65281,113765,47
20,65285,111369,47
22,65282,125646,47
4,65287,23089,49
4,65288,23355,49
8,65281,56191,49
11,65280,77637,49
11,65284,77742,49
11,65287,77575,49
12,65280,82868,49
12,65284,83837,49
15,65286,98741,49
3,65283,7688,50
3,65289,13672,50
4,65289,14671,50
5,65281,25047,50
5,65289,19464,50
6,65281,25543,50
6,65283,27032,50
7,65280,30261,50
7,65281,29591,50
7,65282,29361,50
7,65283,31717,50
8,65281,38027,50
9,65281,42503,50
10,65281,46621,50
10,65283,46868,50
10,65286,49359,50
11,65283,59016,50
11,65285,53852,50
11,65286,54137,50
11,65288,54844,50
12,65281,59787,50
12,65286,59759,50
19,65281,100556,50
19,65283,103107,50
19,65286,100645,50
20,65280,111949,50
20,65281,111028,50
20,65282,108691,50
20,65283,108577,50
20,65284,113037,50
20,65286,108797,50
20,65288,108414,50
20,65289,115184,50
21,65286,116865,50
22,65286,122109,50
7,65282,26605,51
13,65280,47192,51
13,65282,44671,51
16,65282,52532,51
6,65280,18187,52
7,65280,22870,52
8,65280,24874,52
4,65287,18040,53
4,65289,18837,53
5,65280,24532,53
5,65282,29106,53
5,65284,25280,53
5,65287,24831,53
5,65289,27516,53
6,65280,29823,53
6,65282,34942,53
6,65288,32366,53
6,65289,30116,53
7,65280,35677,53
8,65289,43736,53
9,65289,48084,53
11,65282,66721,53
11,65284,60433,53
11,65287,61113,53
11,65289,61371,53
12,65284,67262,53
12,65288,67495,53
6,65287,34321,54
7,65286,40260,54
8,65286,45902,54
9,65282,64082,54
9,65286,53394,54
10,65282,65872,54
11,65282,71815,54
12,65282,77724,54
12,65284,78718,54
12,65287,77963,54
17,65281,112497,54
17,65286,106873,54
17,65287,104878,54
18,65280,119471,54
18,65281,113012,54
18,65286,116860,54
19,65281,120195,54
20,65281,129727,54
20,65287,128810,54
21,65281,134183,54
21,65286,140156,54
21,65287,134193,54
22,65282,142670,54
22,65283,140575,54
22,65286,141691,54
22,65287,140306,54
22,65289,144090,54
23,65282,150474,54
23,65287,150574,54
24,65287,156184,54
5,65283,24044,55
5,65286,29134,55
5,65288,25645,55
6,65280,30058,55
6,65283,31739,55
6,65285,30851,55
6,65286,32751,55
6,65288,31096,55
7,65285,37634,55
7,65286,37589,55
7,65288,38586,55
8,65280,43204,55
8,65281,46885,55
8,65285,43083,55
8,65288,43165,55
9,65281,51243,55
9,65285,48916,55
9,65287,53924,55
9,65288,48880,55
9,65289,48396,55
10,65280,57253,55
10,65282,55763,55
10,65285,54281,55
10,65288,55979,55
11,65282,65771,55
11,65283,67931,55
11,65284,66376,55
11,65285,61130,55
11,65287,61650,55
11,65288,61969,55
12,65281,68829,55
12,65283,69837,55
12,65285,69795,55
16,65285,89243,55
16,65287,89695,55
5,65281,31133,56
5,65286,27794,56
5,65288,28133,56
6,65281,34450,56
6,65285,37752,56
6,65287,34568,56
7,65280,38480,56
7,65285,38220,56
7,65287,38107,56
8,65287,43546,56
9,65287,48619,56
10,65287,54259,56
11,65282,63109,56
11,65287,63202,56
12,65287,69564,56
12,65289,69350,56
4,65284,16553,57
6,65288,30614,57
7,65281,38654,57
7,65283,38804,57
7,65284,40622,57
7,65288,38551,57
8,65288,47562,57
8,65289,47218,57
9,65288,51139,57
10,65288,57657,57
11,65288,62166,57
12,65281,69712,57
12,65282,69718,57
12,65288,69778,57
4,65284,18691,60
4,65288,15984,60
5,65284,22809,60
9,65288,48605,60
12,65287,66866,60
12,65288,66932,60
16,65288,89525,60
17,65288,95280,60
5,65287,26300,61
6,65284,39097,61
6,65287,35016,61
6,65288,34371,61
7,65284,41349,61
7,65287,41401,61
8,65284,48417,61
8,65288,49323,61
9,65288,51347,61
9,65289,52692,61
10,65288,58506,61
11,65288,65647,61
12,65288,74217,61
5,65280,16689,63
5,65282,24828,63
5,65288,24458,63
6,65281,25669,63
6,65282,26625,63
6,65283,28360,63
6,65285,33794,63
7,65285,35425,63
8,65281,45182,63
8,65282,43555,63
8,65284,50280,63
8,65285,47869,63
9,65282,50620,63
9,65285,50964,63
9,65289,54429,63
10,65280,59652,63
10,65282,59309,63
11,65282,64898,63
12,65281,70511,63
12,65282,72932,63
12,65287,70061,63
17,65280,97230,63
17,65289,104308,63
18,65281,104970,63
18,65283,104721,63
18,65287,105175,63
18,65289,104592,63
5,65288,37087,64
6,65281,43518,64
7,65281,56281,64
8,65281,64439,64
9,65281,70415,64
6,65281,30348,65
7,65281,37244,65
8,65281,49502,65
8,65282,47605,65
8,65287,50641,65
9,65281,57448,65
9,65287,54883,65
10,65281,58961,65
11,65282,65174,65
12,65282,71868,65
16,65282,93265,65
17,65282,100815,65
17,65289,106728,65
18,65289,107558,65
5,65289,21224,66
6,65284,27668,66
6,65286,30848,66
6,65288,27653,66
6,65289,28131,66
7,65283,40018,66
7,65286,32841,66
7,65287,33820,66
7,65289,33570,66
8,65283,42709,66
8,65287,41730,66
9,65287,47610,66
10,65282,53207,66
10,65283,59729,66
10,65286,53447,66
11,65280,64952,66
11,65281,60179,66
11,65283,60741,66
11,65286,60302,66
12,65288,67742,66
12,65289,69061,66
15,65287,89225,66
16,65287,94420,66
17,65288,99724,66
17,65289,100881,66
18,65284,106873,66
18,65286,103453,66
18,65287,103735,66
18,65289,102852,66
19,65284,109681,66
19,65285,112284,66
19,65289,109361,66
20,65280,119715,66
20,65284,117475,66
20,65285,118161,66
3,65289,13474,67
4,65289,17010,67
5,65282,29341,67
5,65283,28067,67
5,65284,23686,67
5,65287,23438,67
5,65288,23533,67
5,65289,23899,67
6,65281,30347,67
6,65283,29526,67
6,65284,31600,67
6,65285,29966,67
7,65285,39039,67
7,65287,39710,67
8,65281,45515,67
8,65282,45014,67
8,65284,42996,67
8,65285,43485,67
8,65287,43077,67
9,65285,49031,67
9,65287,47179,67
9,65289,47367,67
10,65282,59447,67
10,65284,54253,67
10,65287,54295,67
11,65283,61363,67
11,65284,61558,67
12,65280,67092,67
12,65281,68502,67
12,65283,66686,67
12,65284,66501,67
12,65285,70831,67
12,65286,69969,67
17,65285,105358,67
17,65289,113510,67
18,65285,115292,67
18,65289,113585,67
19,65283,123885,67
19,65285,122689,67
19,65287,124858,67
19,65289,127878,67
20,65281,129987,67
20,65284,130332,67
20,65285,129861,67
20,65287,129725,67
5,65284,33244,68
6,65283,46385,68
6,65284,43326,68
6,65286,42734,68
6,65289,44848,68
7,65281,46939,68
7,65284,47577,68
7,65286,49804,68
8,65281,53550,68
9,65281,60930,68
9,65282,60501,68
10,65281,66581,68
10,65282,68068,68
10,65285,66802,68
10,65289,67267,68
11,65281,73178,68
11,65282,73395,68
11,65284,77183,68
11,65286,73517,68
11,65289,73788,68
12,65282,84038,68
12,65284,85034,68
12,65286,83809,68
16,65282,117180,68
17,65289,121288,68
18,65289,131457,68
19,65281,139717,68
19,65286,146245,68
19,65289,139949,68
20,65281,148007,68
20,65286,147958,68
20,65289,148199,68
21,65281,157444,68
21,65289,157977,68
22,65289,165133,68
23,65281,171809,68
23,65289,171786,68
24,65281,178892,68
24,65285,179174,68
24,65286,179575,68
24,65289,179733,68
25,65281,184351,68
25,65282,184295,68
25,65284,184601,68
25,65289,184409,68
26,65281,192723,68
26,65282,194305,68
26,65284,194447,68
26,65286,196353,68
26,65287,198099,68
27,65282,198789,68
27,65284,198788,68
27,65287,198729,68
27,65289,199104,68
28,65281,207751,68
28,65289,209410,68
29,65281,215534,68
29,65286,216529,68
30,65281,223144,68
30,65289,225508,68
3,65282,11254,69
4,65282,19531,69
5,65282,23011,69
6,65282,26272,69
7,65282,31161,69
7,65283,32722,69
7,65284,30700,69
8,65280,38245,69
8,65282,40756,69
9,65287,45395,69
10,65282,52513,69
10,65284,58896,69
10,65287,52821,69
11,65282,62276,69
11,65283,62422,69
11,65284,61791,69
12,65282,67583,69
12,65283,67531,69
12,65284,66452,69
12,65285,66153,69
15,65280,85580,69
15,65282,85702,69
15,65287,96850,69
16,65281,101362,69
17,65281,106542,69
18,65281,109481,69
18,65284,109246,69
19,65282,116279,69
19,65283,116785,69
5,65281,30003,70
5,65285,22975,70
6,65281,31145,70
7,65281,51199,70
8,65281,57704,70
8,65287,56146,70
9,65285,67427,70
9,65287,63762,70
10,65281,70858,70
10,65284,70826,70
11,65281,78113,70
12,65281,86706,70
12,65287,87417,70
12,65288,91725,70
15,65285,103040,70
16,65285,109630,70
17,65284,124724,70
17,65285,120990,70
18,65281,125983,70
18,65284,125119,70
19,65281,133964,70
20,65281,140037,70
21,65281,143803,70
21,65285,142900,70
21,65286,142325,70
22,65281,147939,70
22,65285,149363,70
23,65280,161762,70
23,65281,157174,70
23,65285,156511,70
23,65287,156518,70
6,65280,32802,72
7,65280,38318,72
8,65280,43758,72
9,65280,49356,72
9,65286,53101,72
10,65280,56161,72
12,65286,67631,72
17,65282,99185,72
18,65282,109807,72
19,65282,114314,72
20,65282,120717,72
21,65282,127615,72
21,65288,130893,72
22,65282,131587,72
22,65288,132336,72
4,65283,20995,74
4,65285,17112,74
5,65283,23234,74
5,65288,27874,74
6,65282,28306,74
6,65287,29402,74
10,65285,53222,74
10,65289,53229,74
11,65281,62389,74
11,65283,58514,74
11,65285,58964,74
11,65289,58058,74
12,65280,63879,74
12,65283,62731,74
12,65289,62836,74
18,65285,92253,74
18,65287,97047,74
18,65288,92451,74
19,65287,98348,74
20,65285,104923,74
20,65287,104411,74
21,65282,112006,74
22,65280,122645,74
22,65282,117079,74
22,65285,121885,74
23,65280,123055,74
23,65282,123905,74
23,65283,123422,74
5,65289,22070,75
6,65289,30378,75
7,65289,32472,75
8,65287,40670,75
8,65289,41887,75
9,65289,47687,75
10,65289,56341,75
12,65285,72206,75
19,65280,115596,75
19,65285,118270,75
20,65285,122688,75
21,65285,130511,75
22,65285,138441,75
23,65285,145604,75
4,65284,20888,76
5,65284,26917,76
6,65280,34792,76
6,65287,35967,76
7,65284,41483,76
7,65285,39229,76
7,65287,39168,76
8,65283,43210,76
8,65285,42860,76
9,65280,50057,76
